Row Labels,연도,도시지역면적,비만율,유치원 원아수,초등학교 학생수,토지거래면적,혼인건수,노인 천명당 노인여가복지시설수,1인가구비율,등록외국인 현황,유아 천명당 보육시설수,지가변동률,출생아수,학급당 학생수,대학교수,독거노인가구비율,유치원수,인구 십만명당 문화기반시설수,인구 천명당 사설학원수,주택수,초등학교수,평균연령,빈집수,빈집지수
광주 서구,2018,47781025,29.6,4760,17233,1792,1289,4.31,31.3,1698,18.3,5.711,1749,23.03,0,6.1,56,3.435,2.53,104649,30,40.7,7449,6.6450784
광주 광산구,2016,203272589,26.9,8548,31571,6622,2182,8.07,26.2,10907,16.2,3.455,3963,25.68,4,4.3,93,1.98,2.35,134996,45,35.8,7877,5.513288
충북 단양군,2018,35644901,31.8,133,1047,7782,104,13.78,34.0,221,19.2,3.078,104,13.83,0,15.8,12,26.605,0.46,13840,11,51.3,2205,13.742598899999999
광주 북구,2018,120297717,29.7,6557,23808,3715,2178,4.5,30.6,4873,15.5,4.139,2796,22.53,6,6.9,106,3.88,1.96,158154,46,40.8,11344,6.692704300000001
경북 문경시,2017,37900782,32.0,890,2918,16354,245,14.53,32.1,632,14.6,2.812,390,19.53,1,16.5,26,16.37,1.13,29857,17,49.0,3730,11.1054872
충남 보령시,2016,35324504,31.6,1208,4856,11346,488,12.8,29.5,2628,15.9,1.578,627,19.74,1,11.6,33,10.59,1.25,40843,29,45.8,4271,9.467127699999999
대전 유성구,2018,177251011,27.3,7387,23219,4478,2107,4.19,33.2,6193,18.4,3.729,2876,23.67,5,3.3,76,4.28,1.52,114934,38,36.9,8233,6.6844203
울산 북구,2017,120602620,29.2,4976,13844,4196,1200,5.82,19.2,2516,13.5,4.266,1861,24.26,0,3.3,39,4.98,1.79,64060,20,36.8,3593,5.3109249
경기 용인시,2016,388275186,24.6,18571,67099,20939,4680,5.22,19.8,16886,16.4,1.846,8288,27.12,7,3.7,170,4.04,1.73,298470,100,38.2,11645,3.7550586
경기 동두천시,2016,33298502,32.7,937,5247,2052,501,5.21,27.3,3126,25.2,1.262,714,24.62,1,8.7,19,5.09,0.98,35755,11,42.2,2769,7.187727100000001
충북 증평군,2016,13543795,32.3,295,2029,1984,262,15.05,31.1,688,9.8,1.396,402,23.05,0,8.1,5,16.08,1.45,14585,4,40.4,1899,11.5202621
강원 속초시,2017,42065437,31.2,581,3870,2199,358,4.41,30.9,940,17.9,5.81,383,23.97,0,9.3,9,10.94,1.56,33323,12,44.1,4078,10.9034518
인천 중구,2016,141227343,30.7,2099,7421,5002,677,3.66,31.3,4185,17.5,1.848,915,23.72,0,6.4,17,13.88,0.76,41529,13,40.5,4797,10.3548763
충북 옥천군,2018,55061021,28.1,542,2233,10346,170,15.71,28.8,786,16.1,2.618,172,17.58,1,14.9,17,11.645,0.6,21611,12,49.6,2794,11.448473700000001
충북 보은군,2017,17737591,33.8,274,1158,8812,125,20.38,32.7,485,8.5,2.41,174,13.87,0,18.4,16,14.68,0.7,14900,15,51.8,2084,12.2703721
경남 남해군,2017,11801283,29.7,183,1422,7496,122,16.36,36.0,834,15.4,3.635,125,16.05,1,23.0,10,11.2,1.93,22206,13,53.2,4191,15.8768042
충북 제천시,2016,56691849,27.8,1776,6388,16343,619,9.45,31.5,1576,11.6,1.942,891,21.63,2,9.6,35,9.52,1.41,52316,24,43.4,4858,8.496869199999999
경북 영양군,2017,11453000,28.4,110,553,17102,46,21.39,35.5,217,9.4,2.741,80,13.28,0,20.8,8,28.61,0.46,8201,6,53.1,1185,12.625186399999999
서울 강북구,2017,23636019,29.1,1887,10878,457,1436,1.42,30.7,3523,14.7,3.697,1772,24.84,0,8.1,23,3.7,0.7,94526,14,43.9,2391,2.4670594
서울 성동구,2018,16804426,29.3,2608,11922,578,2000,2.85,32.8,8242,12.9,7.377,2346,21.63,2,5.3,31,4.545,1.02,87830,21,41.5,1397,1.5656696
인천 남동구,2016,69090152,27.5,10143,29082,1966,3036,2.16,23.6,12056,12.7,1.863,4521,24.97,0,4.8,87,1.88,1.22,173212,38,39.4,1953,1.1149488
인천 강화군,2017,17306615,31.6,592,2513,11839,234,8.6,28.3,789,10.1,2.801,242,17.03,1,13.5,21,16.0,0.71,27350,22,51.1,3773,12.1228673
전북 정읍시,2017,47833455,27.7,1206,5277,17360,437,19.03,32.1,2230,18.6,3.497,536,18.62,1,15.8,43,12.3,1.7,47016,35,47.1,6279,11.781592999999999
경남 함양군,2016,19468805,30.5,412,1641,13005,123,25.88,36.0,427,11.8,1.985,178,17.24,0,21.0,12,9.94,1.14,18107,13,50.8,2837,13.545645500000001
경남 하동군,2018,17536071,33.2,142,1598,10235,138,19.69,35.2,549,12.6,2.016,176,13.56,0,19.1,15,14.455,0.82,20487,17,52.6,2959,12.6204896
경기 연천군,2018,30445145,33.2,447,1768,16085,269,7.19,33.9,973,17.9,6.144,329,17.45,0,12.7,13,11.07,0.85,15967,13,46.8,432,2.634307
전남 보성군,2017,24034080,27.2,221,1396,18066,122,23.31,37.3,490,8.9,3.087,228,14.45,0,23.5,19,20.57,0.75,19896,17,52.9,3085,13.424133
전북 고창군,2018,32453860,35.7,361,2130,17218,185,25.48,34.9,976,14.9,3.471,244,15.71,0,20.6,22,11.595,0.88,24875,21,51.0,3480,12.272967699999999
경남 밀양시,2018,61769242,38.6,1004,4219,19017,338,11.02,34.5,2627,17.0,5.327,468,19.21,0,16.3,25,10.21,1.33,46779,21,48.5,6309,11.8840416
경기 양주시,2017,150458222,35.4,2983,13026,9040,910,6.24,22.3,7121,22.2,2.025,1402,24.12,1,5.8,48,6.13,1.09,72288,32,40.9,4868,6.309295500000001
강원 양구군,2017,3710000,37.8,147,1104,4507,172,15.12,32.8,263,13.1,3.224,201,15.85,0,9.6,9,37.76,0.76,8104,10,43.0,256,3.062201
경기 광명시,2016,38506473,26.0,4637,20192,1146,1897,2.17,19.5,5919,18.1,2.263,2905,27.02,0,5.2,51,2.95,1.59,103508,24,39.6,1710,1.6251972
서울 관악구,2016,29570000,26.0,4385,16883,747,3537,1.48,45.1,18756,14.3,2.674,3561,24.25,1,4.5,36,1.97,0.9,123911,22,40.7,1272,1.0161124000000001
경기 양주시,2016,150364475,28.3,2895,13048,6817,971,6.77,21.2,7298,22.8,1.71,1525,24.37,1,5.4,47,6.33,1.1,65975,32,40.3,2348,3.4366172
울산 중구,2017,37063741,26.9,3480,12074,1328,1210,1.99,25.3,2206,11.6,4.904,1801,24.98,0,6.0,37,2.51,1.88,71312,21,41.0,4210,5.5745346
충남 태안군,2017,35471551,33.1,418,2489,17726,242,10.13,32.0,1344,11.7,2.866,272,17.03,0,13.2,23,12.51,0.78,26569,19,49.0,3498,11.634017400000001
부산 금정구,2018,65179775,18.7,2900,9916,2741,930,2.22,33.3,4433,13.0,5.995,1080,23.61,4,8.4,28,3.27,1.63,83959,22,44.0,6609,7.297279399999999
부산 북구,2016,39434038,26.8,4507,13744,837,1668,2.71,23.5,1602,14.3,3.304,2417,24.58,1,7.2,34,2.9,1.33,104343,27,41.6,4505,4.1387991
충북 음성군,2017,36240352,27.9,1106,4744,18394,533,15.69,34.6,8747,14.1,3.776,670,19.46,2,8.8,25,9.25,1.02,41087,22,43.3,6929,14.430606500000001
서울 동작구,2016,16387882,21.5,3684,16887,1179,2514,1.86,33.1,12250,12.5,2.854,3184,25.51,3,4.7,34,1.75,1.16,111438,21,40.9,1624,1.43638
전남 나주시,2017,104170378,30.8,1356,5071,15652,623,18.85,36.3,2564,13.2,4.928,943,19.31,3,13.4,29,9.99,1.48,48326,24,44.3,9643,16.634753099999998
경기 시흥시,2016,133974164,28.6,5273,24816,8057,2195,5.32,26.2,31299,18.2,2.325,3069,26.56,2,3.5,63,3.47,1.47,121689,38,38.0,4711,3.7270570000000003
전남 곡성군,2017,15477288,32.4,188,982,10848,107,26.36,40.7,435,13.8,3.922,115,17.11,1,21.7,8,19.91,0.86,13271,8,50.8,2001,13.102409600000001
경기 동두천시,2018,33297990,34.3,733,5179,2022,433,4.71,29.2,3340,27.2,2.376,464,23.12,1,9.7,19,6.725,1.0,36825,11,43.7,3326,8.2837289
전북 순창군,2017,10110000,26.6,222,1159,10176,103,32.13,33.1,361,12.1,3.481,219,13.38,0,20.5,15,26.94,0.64,12596,15,51.1,2063,14.073265600000001
부산 사상구,2016,36106274,29.9,3496,8767,1216,1209,2.98,28.3,4825,13.3,3.06,1682,22.86,3,7.0,31,1.72,0.83,74285,21,42.0,2928,3.7921074999999997
전남 여수시,2017,345097039,30.6,3377,14692,13513,1399,7.72,28.0,4146,11.0,4.87,2023,22.88,1,9.2,76,4.54,1.98,110027,51,43.0,13504,10.931669
경남 합천군,2016,23545887,28.8,278,1344,16877,122,24.83,38.2,511,10.5,2.234,174,13.19,0,24.7,17,12.49,0.87,22794,19,53.9,4077,15.172490799999999
경기 화성시,2017,317206638,30.8,16066,52593,30739,4363,6.62,25.1,36516,14.4,4.092,7004,25.8,6,3.3,148,3.47,1.65,220614,83,36.2,15275,6.475503300000001
서울 서초구,2016,46899887,21.6,3044,22595,2083,2676,1.91,24.7,4285,8.6,3.102,3629,27.98,1,3.3,27,3.13,2.43,129491,24,39.6,5886,4.3478582
경남 거창군,2016,31906464,30.0,597,2937,15934,234,21.46,31.5,511,12.9,1.89,352,20.18,2,17.0,16,7.9,1.45,26248,17,46.7,3799,12.6435251
강원 태백시,2016,66633000,29.5,471,2326,6022,192,7.91,32.6,263,13.7,1.6,244,19.73,1,10.8,13,14.87,1.1,21231,12,45.1,3439,13.9400081
전남 담양군,2017,133448080,30.5,347,1455,12108,175,20.34,30.5,1049,7.8,5.154,292,17.87,1,16.3,15,21.15,0.3,17996,14,49.4,2545,12.3898544
충북 제천시,2018,57646100,31.3,1750,6399,14112,576,8.73,32.5,1520,13.0,2.264,755,20.61,2,10.5,35,10.63,1.39,56261,24,44.6,7024,11.0989966
충남 부여군,2018,43066254,32.4,524,2374,12801,206,16.33,32.3,1176,14.6,2.016,210,15.03,1,17.4,27,11.67,0.73,29848,24,51.3,3998,11.8123264
전남 진도군,2016,22963322,31.9,280,1201,9025,125,21.62,37.5,1339,10.0,2.743,181,15.31,0,22.4,13,28.06,0.72,13740,10,50.4,1598,10.4185683
대전 중구,2017,56218591,24.7,3914,13082,1110,1106,2.52,28.1,1500,18.7,2.887,1427,24.24,1,7.8,43,2.41,1.39,81427,27,42.7,4634,5.3845528
경북 울진군,2017,47920405,25.7,266,2094,10876,224,14.99,36.5,1363,11.8,3.215,264,17.54,0,17.3,16,13.73,1.1,23535,13,48.2,4127,14.919383999999999
충남 금산군,2018,29453071,30.9,314,2314,16175,165,16.37,35.4,2248,21.3,2.248,211,16.76,1,14.8,16,21.505,0.66,22957,16,48.0,3267,12.4580537
인천 서구,2017,111605882,29.5,9485,31686,6953,2630,3.39,20.8,11918,14.6,3.341,3867,25.61,0,3.8,85,2.33,1.32,165819,44,38.6,9216,5.2652327
충북 증평군,2017,13543694,30.6,285,2084,2024,248,14.14,31.4,672,10.0,2.669,367,22.06,0,8.2,5,15.88,1.4,14363,4,40.9,1736,10.7832785
부산 수영구,2016,14084751,27.5,2078,6331,633,983,2.02,29.4,1259,11.2,4.553,1263,24.65,0,7.4,20,1.67,1.63,62169,10,44.4,5585,8.2430558
경기 구리시,2016,33292067,25.8,2567,9699,1010,874,4.05,21.7,1390,16.8,2.359,1340,27.79,0,4.7,33,3.1,1.71,52511,15,39.9,898,1.6813646000000002
강원 강릉시,2018,84783347,32.4,1854,10120,13019,876,5.23,34.5,2282,17.3,3.292,1036,21.96,4,9.6,38,15.415,1.87,81928,35,44.2,9367,10.260145699999999
부산 동래구,2017,16697577,25.0,3895,12486,938,1088,2.47,24.5,945,11.0,6.932,1458,25.77,0,7.3,33,2.96,1.88,87052,22,43.2,5650,6.094798399999999
경북 문경시,2018,37900782,32.6,800,2907,14021,215,14.25,33.0,673,16.7,3.453,301,18.55,1,17.1,26,15.855,1.14,30090,17,49.7,4001,11.7362354
충남 천안시,2017,140692385,27.3,10817,39092,16137,3907,8.0,32.1,18871,18.0,3.309,5439,26.3,6,4.4,110,4.28,1.88,218368,73,37.7,19748,8.2934368
경기 화성시,2018,317604045,29.9,17380,58143,31488,4933,6.84,26.0,39378,14.4,3.992,7178,25.17,6,3.3,165,3.49,1.67,253213,89,36.4,21685,7.8883804
대구 달서구,2017,62343286,28.6,9887,32135,1853,2521,2.63,26.0,8464,13.6,4.381,3706,25.03,3,6.0,83,2.08,1.64,179539,55,40.4,5909,3.1863379
경북 영주시,2017,50085198,29.9,1165,4982,12609,404,9.99,31.6,1097,12.6,2.654,535,22.24,2,12.6,27,9.23,1.61,42516,19,46.5,4295,9.1751939
전남 구례군,2017,10906000,30.0,201,1042,7574,79,25.98,36.2,245,11.1,4.673,118,14.83,0,19.3,12,21.8,0.73,11483,10,51.9,1784,13.446898299999999
전북 군산시,2018,207398894,31.7,3896,15783,8457,1140,7.94,31.1,5700,17.1,-1.922,1529,23.02,5,8.8,70,4.38,2.08,112370,56,42.4,17460,13.4483555
경기 연천군,2016,29845126,28.7,419,1804,8383,230,7.72,33.2,979,16.4,1.106,403,17.94,0,11.7,14,10.89,0.87,16410,13,45.5,933,5.3796921
충남 청양군,2016,5959271,26.7,316,1007,7421,115,22.93,31.2,571,15.2,1.697,135,15.03,1,17.5,13,15.27,0.67,13761,12,51.0,1714,11.0759289
충북 충주시,2018,108722161,36.9,2219,10445,16583,1003,10.0,33.7,5355,15.3,2.704,1155,21.24,2,9.0,46,7.92,1.38,88082,38,43.6,13161,12.9994172
전남 함평군,2017,27951539,23.7,145,1000,8605,96,26.07,37.1,656,11.9,3.588,160,15.74,0,21.9,12,14.57,0.55,14522,11,52.0,2220,13.260064499999999
전남 장성군,2018,108637200,32.0,506,1946,9744,157,20.61,29.6,1105,7.2,5.502,344,16.94,0,16.8,16,17.35,0.83,18267,13,48.7,3051,14.311849099999998
경남 의령군,2018,15830845,28.1,160,765,8122,77,24.04,40.9,759,13.8,2.16,111,11.73,0,24.2,10,18.03,0.69,13435,13,53.4,2518,15.7838651
제주특별자치도,2017,470411358,29.5,5893,38901,57224,3654,3.52,28.6,21689,14.4,5.457,5037,25.25,4,6.4,118,19.18,1.51,221140,112,40.8,28629,11.4621911
서울 강남구,2016,39550000,20.9,4318,24190,1339,3032,2.04,29.7,5025,9.8,3.821,4122,28.06,0,3.8,41,4.41,3.66,176135,33,39.9,14317,7.5173797
경남 산청군,2016,10479849,21.8,198,1086,16930,115,22.82,36.8,603,10.8,2.087,207,13.92,0,20.4,13,30.47,0.72,16379,13,52.4,2758,14.4118723
부산 북구,2018,39434038,28.6,4434,13114,642,1238,2.41,25.3,2314,14.8,4.652,1797,22.98,1,8.4,37,3.005,1.33,104275,27,43.0,5100,4.6628571
서울 강동구,2017,24556203,24.6,4506,20161,1759,2427,1.48,25.5,4136,14.3,4.116,2968,24.01,0,5.1,35,2.29,1.53,120940,27,41.6,6868,5.3736855
전남 무안군,2017,30740673,27.4,878,4490,13838,356,19.2,32.5,1686,13.6,3.443,502,21.44,2,11.8,21,13.27,1.76,32111,18,41.9,5279,14.1187483
전북 진안군,2017,6398307,23.2,240,908,13937,74,31.49,35.2,340,8.5,3.211,155,11.96,0,19.5,12,15.23,0.38,10400,13,51.6,1183,10.213243499999999
전북 익산시,2018,76091104,29.4,4161,15688,14886,1063,9.7,32.4,5279,18.0,3.87,1597,21.42,2,9.3,85,7.005,2.19,115281,60,42.8,12242,9.5998369
전남 순천시,2017,198748000,27.9,3794,16662,18855,1227,11.99,26.7,1858,18.0,4.469,1852,24.51,3,8.1,62,6.09,1.98,105665,41,41.0,13073,11.0099547
경남 하동군,2016,17536071,29.5,188,1644,12119,184,20.31,33.7,529,12.0,1.971,228,15.36,0,18.4,15,14.11,0.83,19850,17,51.4,2424,10.8826434
경기 평택시,2017,151906909,30.3,7866,28674,24863,2887,3.2,28.6,21340,15.3,7.547,3870,24.61,3,5.4,108,2.7,1.45,173594,54,39.3,22741,11.582754000000001
서울 중랑구,2018,18531520,34.1,3192,15336,556,2253,1.48,30.9,4938,15.5,4.504,2446,22.6,1,6.9,33,0.985,0.68,105691,23,43.4,1488,1.3883317
전북 부안군,2017,47775171,32.5,506,2000,10399,187,21.99,34.1,658,15.7,4.072,290,14.98,0,19.2,25,14.26,0.96,23673,22,50.5,3424,12.6360852
경북 울진군,2018,47920405,30.0,255,2039,9846,238,14.79,37.1,1502,12.4,3.001,244,17.17,0,17.6,16,13.83,1.02,23736,13,48.7,4487,15.8983808
전남 구례군,2018,10906000,33.1,172,996,7728,78,25.56,36.4,233,12.7,4.055,72,13.99,0,19.4,12,21.755,0.74,11526,10,52.7,1819,13.6305732
서울 강서구,2017,41462497,25.3,6084,26594,1716,4069,1.97,29.4,6564,14.5,5.476,4800,24.18,1,5.4,53,2.33,1.18,188176,36,41.0,7146,3.6585739999999998
충남 계룡시,2017,49221873,27.2,788,3258,1081,130,5.81,19.5,207,17.8,2.329,334,25.39,0,4.6,8,9.1,1.25,16277,5,38.3,2437,13.022336200000002
인천 서구,2016,111605882,27.5,9822,31449,4112,2860,3.66,20.0,11627,13.9,2.071,4717,25.82,0,3.5,86,2.15,1.22,161740,44,37.9,7001,4.148962
충남 홍성군,2016,36073344,29.6,1290,5084,9459,522,13.38,31.3,2104,12.6,1.553,691,21.46,2,10.7,27,8.0,1.17,42199,21,43.7,7307,14.7598271
제주특별자치도,2018,470628248,32.6,6097,40096,47500,3638,3.31,29.4,24841,14.6,4.989,4781,24.97,4,6.4,119,19.18,1.52,233068,113,41.1,32603,12.2719454
전북 완주군,2016,150497709,28.0,1426,5072,15225,431,17.55,32.3,2287,14.4,3.073,809,19.5,3,9.5,36,16.76,1.21,35971,29,42.5,3757,9.4568063
경북 의성군,2016,32583000,25.9,212,1285,22157,190,18.87,35.9,708,10.4,2.296,265,14.15,0,23.1,15,11.11,0.39,26045,17,55.3,3884,12.9773798
경북 안동시,2017,75315830,27.8,2413,8235,29799,668,11.0,33.0,1465,13.0,3.179,1185,22.22,3,11.9,41,9.62,1.47,66721,30,44.9,8674,11.5047417
경기 파주시,2017,80221974,32.1,7715,27888,14764,2310,5.09,22.5,10676,17.9,2.807,3409,24.64,1,5.2,99,8.22,1.19,137097,57,39.4,5221,3.6685451000000002
강원 철원군,2016,26458928,32.6,343,2409,16090,295,9.98,34.1,686,12.5,2.064,377,19.3,0,9.5,13,12.5,1.1,16222,16,43.3,349,2.106089
경기 성남시,2017,141820897,24.7,11118,47213,5769,5162,2.26,27.8,16936,14.8,3.385,7368,26.12,3,5.2,131,2.27,1.98,257047,72,40.7,9288,3.4873374
서울 성동구,2017,16804426,26.4,2638,12047,611,2096,2.95,32.3,7903,12.8,5.221,2462,22.57,2,5.1,31,4.59,0.97,86650,21,41.2,1489,1.689377
대구 달서구,2018,62341432,26.9,9437,31660,1989,2379,2.57,26.9,9009,13.8,4.495,3041,24.26,3,6.5,81,2.105,1.71,181128,55,41.1,5805,3.1053907
강원 평창군,2018,16680775,33.6,327,1658,17295,164,11.94,34.9,411,15.0,3.157,142,14.54,0,13.7,17,16.28,0.84,21175,19,49.7,5518,20.6720863
부산 사하구,2018,68381835,29.2,3996,14621,781,1505,2.47,28.4,4271,15.1,3.744,1828,22.66,2,8.1,44,1.955,1.34,116840,27,43.3,7937,6.360947899999999
부산 동래구,2018,16697577,27.3,3634,12547,711,1064,2.44,25.2,937,11.8,6.754,1297,24.77,0,7.7,32,2.975,1.95,89354,22,43.8,6718,6.9926721999999994
경기 과천시,2017,35853000,19.7,498,2973,890,207,2.71,18.5,211,19.8,3.275,317,24.77,0,5.5,8,20.86,1.3,12114,4,41.4,25,0.20594780000000001
충북 보은군,2016,17737591,26.2,298,1191,8646,115,21.06,32.1,461,8.2,1.837,185,14.62,0,18.2,16,14.61,0.73,14771,15,51.0,2067,12.2758047
경남 합천군,2017,23545887,29.4,300,1256,20176,147,24.44,38.5,542,10.9,3.526,123,12.4,0,24.7,17,12.77,0.87,23103,19,54.5,4445,16.1354726
서울 영등포구,2016,24354829,24.4,4017,14449,835,2609,2.7,33.7,36166,14.9,2.376,3282,23.83,0,5.5,42,2.97,1.27,97089,23,42.0,2613,2.62081
강원 인제군,2016,14839362,33.0,477,1642,7354,232,10.66,35.4,341,12.2,2.579,335,15.58,0,9.5,17,33.62,0.7,11611,14,43.3,515,4.2470724
서울 금천구,2017,13012685,28.7,1767,9030,711,1439,1.56,34.5,18337,18.2,3.913,1498,22.04,0,6.3,18,2.55,0.91,62314,18,43.0,711,1.1281238
충북 단양군,2017,35644901,33.7,142,1103,10468,113,14.25,32.8,234,18.2,3.823,92,14.11,0,15.6,14,26.48,0.46,13247,11,50.7,1924,12.682090800000001
전남 영광군,2018,47016366,39.6,402,2306,12635,200,19.14,33.8,889,8.8,3.748,411,17.32,1,17.3,16,11.03,1.33,22959,13,48.6,3778,14.1302315
경북 청도군,2017,21150000,33.1,279,1153,13946,120,16.43,36.1,1020,12.3,3.395,143,17.49,0,20.8,15,11.54,0.74,21014,11,53.1,4268,16.8815758
부산 영도구,2017,56165682,28.6,967,4086,820,436,2.12,32.5,1592,13.6,4.885,469,21.37,2,12.4,14,5.67,0.7,46222,14,46.3,4180,8.2933217
서울 용산구,2018,21870000,24.0,1574,7460,487,1400,2.17,37.0,16091,14.4,8.598,1377,22.28,1,6.5,17,7.43,0.69,71680,15,42.3,4498,5.9045919
경북 김천시,2018,64622360,32.8,2208,6586,18942,592,12.51,31.6,2376,16.7,2.287,1017,20.93,2,12.2,38,5.59,0.93,57455,28,45.2,8391,12.7433709
대구 서구,2018,17328460,32.4,1313,6003,524,766,1.8,31.6,2424,19.7,4.877,667,21.89,0,10.1,24,2.9,0.86,54338,17,46.3,2581,4.534514
제주특별자치도,2016,453171778,28.2,5943,38272,75296,3705,3.66,27.4,19593,14.6,8.332,5494,25.53,4,6.3,118,19.48,1.55,206874,112,40.4,21469,9.4020837
서울 동작구,2018,16387882,27.4,3490,16366,774,2097,1.77,35.2,13182,13.8,8.121,2417,24.03,3,5.2,37,1.78,1.16,112032,21,41.7,789,0.6993379
대구 북구,2016,94072524,24.9,7967,23860,2486,2126,3.75,26.7,4847,13.5,3.704,3575,24.28,4,5.5,76,2.72,1.42,135041,38,39.5,5357,3.8155814
경기 군포시,2017,36362000,28.2,3979,15850,1126,1639,6.98,20.7,6783,18.0,3.349,2266,26.15,1,5.0,49,2.84,1.58,86340,26,39.9,2321,2.6178364999999997
서울 금천구,2016,13370000,26.8,1666,9189,942,1324,1.66,34.0,19268,17.6,2.411,1595,23.41,0,6.2,17,2.55,0.89,58938,17,42.6,422,0.7109164
대구 동구,2017,146866012,27.5,5567,17060,4279,1753,2.49,28.0,1827,12.5,4.546,2441,22.41,0,8.7,62,2.86,1.06,118194,32,43.2,7732,6.140114
강원 철원군,2018,26456700,41.0,334,2249,18216,287,9.42,28.5,725,13.3,6.651,334,17.5,0,11.1,13,12.83,1.08,16364,16,44.5,1014,5.8349637
전남 보성군,2016,24034080,21.5,242,1391,23296,144,23.29,37.2,493,7.9,2.173,244,14.72,0,23.4,20,20.24,0.72,19619,18,52.1,2741,12.2584973
강원 인제군,2018,14839016,36.0,365,1547,7823,216,9.7,34.4,319,14.2,2.888,262,14.25,0,10.4,15,33.83,0.93,12017,14,44.5,1068,8.1620176
서울 은평구,2018,29788522,33.6,3939,22028,1092,2364,1.58,27.0,4469,14.8,5.407,2703,24.0,1,6.5,43,2.485,1.08,144611,30,43.0,3658,2.4671374
전북 임실군,2016,17980530,26.5,233,1033,12366,111,29.19,35.8,375,10.1,2.111,162,12.25,1,19.9,14,16.56,0.73,12701,15,51.3,2190,14.7068699
전북 남원시,2018,30647473,32.8,526,4014,14581,261,17.63,32.7,1012,21.4,3.072,450,17.61,0,16.3,28,9.665,1.45,33703,27,48.3,4101,10.848058400000001
전북 부안군,2018,47775171,37.5,471,1956,9897,190,22.04,34.2,697,16.2,4.036,215,14.23,0,19.1,25,14.375,0.99,23598,22,51.1,3555,13.092476
경북 김천시,2017,64622360,31.6,2145,6449,23808,641,12.87,31.4,2160,17.2,2.307,1066,21.67,2,11.8,38,5.6,0.95,57293,29,44.7,8291,12.641802899999998
전북 김제시,2016,43831974,33.6,943,3612,11448,302,19.67,31.6,1965,17.9,1.884,454,16.79,0,17.6,40,10.25,1.07,37132,36,49.1,4783,11.4111893
서울 성북구,2017,24621422,22.9,5094,21897,804,1917,1.86,31.4,11352,15.6,3.124,2631,24.79,6,5.7,52,4.28,1.03,130766,29,41.1,4049,3.003375
경기 포천시,2016,38614315,29.7,1399,7384,21202,755,8.76,28.7,12549,19.4,1.607,983,21.48,2,7.5,41,8.4,0.96,51349,31,42.1,3047,5.6015148
경북 구미시,2018,185781767,31.8,10424,27681,12620,2326,7.37,30.4,5190,18.9,1.947,3360,24.4,3,4.3,103,2.95,1.97,143992,50,37.6,13737,8.709241800000001
전북 순창군,2016,10110000,25.6,265,1172,9401,105,32.44,33.2,365,12.1,2.077,252,13.73,0,21.0,15,23.37,0.63,12400,15,50.8,1814,12.7620656
전북 부안군,2016,47775171,31.0,564,2075,7826,179,22.48,33.6,677,14.9,2.293,268,15.54,0,19.1,25,14.03,0.96,23504,22,50.0,3074,11.5659568
충남 서천군,2016,22699229,32.2,288,1934,6499,188,15.08,31.3,1216,15.8,1.533,226,16.67,0,18.4,20,8.93,1.05,24654,18,51.1,3454,12.2883165
경북 영덕군,2016,18911332,26.2,157,1210,11511,155,14.34,38.0,921,11.0,3.436,163,16.34,0,21.4,11,7.68,0.79,17978,9,52.6,2501,12.2125104
경기 광주시,2017,172260533,26.6,2734,17608,16984,2173,4.54,22.0,12424,15.4,3.377,2842,27.95,2,3.8,39,4.34,1.13,107996,26,39.9,8967,7.666526999999999
강원 원주시,2016,87488844,29.4,5474,19484,18530,1763,6.9,30.0,3151,20.3,3.979,2468,25.62,3,6.1,73,5.62,1.72,118305,49,40.3,9863,7.695368599999999
서울 강서구,2016,41400000,25.7,5858,27048,1252,4111,2.19,27.4,6619,13.8,3.244,5456,24.87,1,5.2,52,2.35,1.19,184422,36,40.5,8105,4.2097991
경북 김천시,2016,63548115,26.3,2046,6228,22704,688,13.15,30.5,1998,17.0,2.108,1123,21.83,2,11.6,36,5.62,0.89,54798,29,44.3,6592,10.7379052
경기 이천시,2016,82297680,26.5,2944,12741,14728,1108,10.76,24.5,6472,13.3,2.388,1879,24.23,2,5.4,53,5.7,1.71,68790,31,39.0,5119,6.9260848
부산 사상구,2017,36106274,27.6,3320,8431,785,1106,2.79,29.6,4912,14.0,5.273,1437,22.28,3,7.5,31,1.75,0.83,75312,21,42.7,3227,4.1087867
경기 여주시,2016,25929042,30.1,1388,5600,13339,525,11.4,26.6,3065,14.4,2.248,781,21.41,1,8.3,35,18.82,1.02,37795,23,43.4,2992,7.3356707
경남 사천시,2017,92095429,27.1,993,6417,11746,552,11.14,30.5,3113,18.8,4.038,738,21.51,0,11.6,20,6.13,1.79,45147,18,44.2,5502,10.8629983
경북 고령군,2016,32224831,29.6,234,1291,7451,127,16.77,31.2,1812,12.9,2.339,205,15.99,0,14.7,10,14.6,0.67,13736,9,48.4,1734,11.2087912
서울 종로구,2016,23972507,25.9,1330,5686,427,760,1.97,37.6,9185,15.8,2.199,846,25.57,3,6.6,17,41.9,1.82,43554,13,41.9,1792,3.951837
광주 남구,2017,60834158,26.7,3980,12820,2300,926,4.93,27.3,1401,14.6,5.232,1298,25.61,4,7.2,45,4.58,2.49,75784,22,41.6,5232,6.4579836
전북 완주군,2018,150497709,34.5,1595,5052,16084,376,16.53,32.4,3419,16.2,4.075,561,18.15,3,9.8,38,16.625,1.42,37427,29,43.5,5283,12.3694685
